price,region,locality,type,bedrooms,bathrooms,area,rooms
870000,Sliema and St Julians Surroundings,San Gwann,Terraced House,3,3,390,9
245000,North,St Paul's Bay,Apartment,2,2,129,8
275000,Central,Attard,Maisonette,3,2,109,7
150000,South,Paola,Maisonette,1,1,84,7
330000,Central,Birkirkara,Townhouse,3,3,189,10
3200000,Sliema and St Julians Surroundings,Ta' Xbiex,Apartment,3,3,340,7
1295000,Sliema and St Julians Surroundings,Sliema,Townhouse,3,3,240,10
425000,Sliema and St Julians Surroundings,Swieqi,Maisonette,3,4,297,9
320000,Central,Qormi,House of Character,3,0,160,4
185000,Central,Birkirkara,Apartment,2,1,90,4
397000,Central,Birkirkara,Maisonette,2,1,222,7
319000,South,Paola,Townhouse,2,2,132,7
700000,South,Tarxien,House of Character,2,2,227,9
220000,North,St Paul's Bay,Apartment,3,2,156,6
265000,South,Fgura,Penthouse,2,2,108,6
245000,North,St Paul's Bay,Apartment,2,1,81,4
595000,Sliema and St Julians Surroundings,Swieqi,Penthouse Duplex,3,3,191,9
287000,South,Xghajra,Apartment,2,2,112,6
500000,Central,Qormi,Terraced House,4,1,217,10
293000,Central,Zebbug,Apartment,2,2,139,6
310000,South,Tarxien,Townhouse,2,2,14,8
730000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,2,150,7
200000,North,St Paul's Bay,Apartment,2,2,71,5
195000,North,St Paul's Bay,Apartment,2,2,71,5
215000,Central,Zebbug,Apartment,1,2,68,5
190000,North,St Paul's Bay,Apartment,2,2,71,5
160000,North,St Paul's Bay,Apartment,1,1,54,4
325000,Central,Mosta,Maisonette,3,2,120,7
275000,North,Rabat,Apartment,3,3,123,8
250000,Sliema and St Julians Surroundings,Ta' Xbiex,Apartment,1,1,69,4
385000,North,Qawra,Apartment,3,2,140,6
265000,Sliema and St Julians Surroundings,San Gwann,Apartment,3,2,145,7
250000,Sliema and St Julians Surroundings,Msida,Apartment,2,2,90,5
2400000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,1,379,5
595000,North,Rabat,House of Character,3,3,324,9
277000,Central,Mosta,Apartment,3,2,175,9
680000,Central,San Pawl tat Targa,Penthouse,3,2,340,7
390000,South,Tarxien,Townhouse,3,2,164,7
256000,Sliema and St Julians Surroundings,Pieta,Penthouse,2,2,119,5
155000,Sliema and St Julians Surroundings,Pieta,Apartment,1,1,68,3
199000,Sliema and St Julians Surroundings,Pieta,Penthouse,1,1,91,4
195000,Sliema and St Julians Surroundings,Guardamangia,Penthouse,1,2,75,4
425000,Sliema and St Julians Surroundings,Sliema,Maisonette,3,1,125,5
170000,South,Paola,Penthouse,1,1,89,3
170000,South,Paola,Apartment,2,2,103,5
170000,South,Paola,Apartment,2,2,103,5
170000,South,Paola,Apartment,2,2,103,5
249950,North,Salina,Apartment,2,2,75,6
1010000,Central,Zebbug,House of Character,3,2,343,9
525000,Sliema and St Julians Surroundings,Sliema,Apartment,2,1,90,6
390000,Central,Birkirkara,Maisonette,3,2,330,7
1275000,Sliema and St Julians Surroundings,Kappara,Villa Semi-detached,4,3,450,10
255000,Central,Naxxar,Apartment,3,2,106,8
1450000,Sliema and St Julians Surroundings,Madliena,Plot,3,2,506,8
1450000,Sliema and St Julians Surroundings,Madliena,Plot,3,2,618,8
1325000,Central,Zebbug,House of Character,3,3,955,14
345000,Sliema and St Julians Surroundings,Ta' Xbiex,Apartment,2,2,109,6
2400000,Central,Lija,Villa Semi-detached,3,2,315,8
356000,Sliema and St Julians Surroundings,Swatar,Maisonette,3,2,170,8
197000,North,Qawra,Apartment,2,2,104,5
191000,North,Qawra,Apartment,2,2,104,5
181000,North,Qawra,Apartment,1,2,72,4
299000,Sliema and St Julians Surroundings,Msida,Apartment,3,2,111,7
595000,South,Vittoriosa,Townhouse,4,5,148,13
425000,Sliema and St Julians Surroundings,Gzira,Penthouse,2,1,120,4
3250000,Sliema and St Julians Surroundings,Swieqi,Villa Detached,3,2,920,8
272000,Central,Balzan,Apartment,3,2,125,7
266000,South,Luqa,Apartment,3,1,116,7
750000,Central,Naxxar,House of Character,3,3,300,10
457000,North,Bugibba,Penthouse,2,1,120,4
289000,South,Luqa,Penthouse,2,2,145,5
457000,Central,Naxxar,Maisonette,3,2,141,8
266000,Sliema and St Julians Surroundings,Guardamangia,Apartment,3,1,128,9
900000,South,Senglea,Townhouse,4,3,167,9
145000,North,St Paul's Bay,Apartment,1,1,44,4
179000,Central,Hamrun,Apartment,3,2,130,6
293000,Central,Attard,Apartment,3,2,126,7
424000,South,Zurrieq,Maisonette Solitary,3,1,133,8
395000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,180,6
1800000,Sliema and St Julians Surroundings,St Julian's,Apartment,2,3,114,7
1850000,Sliema and St Julians Surroundings,St Julian's,Apartment,2,3,125,7
4000000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,3,248,9
2500000,Sliema and St Julians Surroundings,St Julian's,Apartment,2,2,142,5
4100000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,3,243,9
850000,Sliema and St Julians Surroundings,St Julian's,Villa Semi-detached,3,2,275,10
1400000,Sliema and St Julians Surroundings,Portomaso,Apartment,2,3,187,9
245000,Central,Hamrun,Townhouse,3,2,82,9
375000,Central,Lija,Maisonette,3,2,175,7
205000,South,Tarxien,Maisonette,3,2,125,8
1090000,Sliema and St Julians Surroundings,St Julian's,Villa Semi-detached,3,1,295,5
395000,North,Dingli,Penthouse,3,2,154,7
480000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,2,166,8
292500,Central,Hamrun,Maisonette Duplex,3,3,140,7
584000,Central,Qormi,Terraced House,3,2,350,8
1010000,North,Mgarr,Terraced House,4,3,340,11
2300000,Valletta,Valletta,Block Of Apartments,5,5,383,15
3100000,Sliema and St Julians Surroundings,Madliena,Plot,4,1,1595,7
335000,Central,Birkirkara,Maisonette Solitary,3,2,155,7
295000,South,Marsascala,Maisonette,3,2,111,6
298000,South,Marsascala,Maisonette,3,2,150,8
610000,Sliema and St Julians Surroundings,Madliena,Apartment,3,2,200,8
390000,Central,Mosta,Maisonette,3,2,204,9
485000,Sliema and St Julians Surroundings,St Julian's,Penthouse,2,2,100,5
235000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,81,5
215000,Sliema and St Julians Surroundings,Gzira,Penthouse,1,1,54,3
195000,Sliema and St Julians Surroundings,Gzira,Apartment,1,1,70,3
195000,Sliema and St Julians Surroundings,Gzira,Apartment,1,1,70,3
195000,Sliema and St Julians Surroundings,Gzira,Apartment,1,1,70,3
479000,North,Xemxija,Maisonette,2,2,100,8
195000,Sliema and St Julians Surroundings,Gzira,Apartment,1,1,70,3
213000,South,Fgura,Maisonette,2,2,143,5
275000,South,Fgura,Maisonette,3,2,85,7
195000,Sliema and St Julians Surroundings,Gzira,Apartment,1,1,70,3
350000,Central,Attard,Maisonette,3,2,135,8
250000,Central,Attard,Apartment,3,2,140,7
250000,Central,Attard,Apartment,3,2,140,7
195000,Sliema and St Julians Surroundings,Gzira,Apartment,1,2,80,6
575000,Sliema and St Julians Surroundings,Ta' Xbiex,Apartment,2,2,170,7
265000,South,Marsaxlokk,Apartment,3,2,138,7
400000,North,Dingli,Penthouse,3,2,164,6
1195000,Central,Attard,Villa Semi-detached,3,2,340,7
8500000,North,Santa Maria Estate,Villa Detached,4,2,2000,10
630000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,169,9
995000,Central,Gharghur,House of Character,3,4,284,14
436000,Sliema and St Julians Surroundings,San Gwann,Maisonette,3,2,167,7
266000,Sliema and St Julians Surroundings,Guardamangia,Apartment,3,3,128,9
245000,South,Ghaxaq,Apartment,3,2,158,10
293000,South,Ghaxaq,Maisonette,3,2,191,10
499000,Sliema and St Julians Surroundings,Gzira,Maisonette Semi-detached,3,2,255,8
185000,North,Qawra,Apartment,2,2,96,5
1150000,Sliema and St Julians Surroundings,Swieqi,Villa Semi-detached,4,3,321,12
570000,Central,Zebbug,Penthouse,3,2,187,8
383000,North,Xemxija,Apartment,3,2,114,6
258000,Central,Attard,Maisonette,3,1,120,6
250000,North,Xemxija,Apartment,3,2,98,6
478000,North,Dingli,Maisonette,3,2,280,7
425000,North,Dingli,Maisonette,3,2,160,7
235000,Sliema and St Julians Surroundings,Sliema,Maisonette,1,1,85,4
450000,Valletta,Valletta,Apartment,2,2,83,6
350000,Valletta,Valletta,Apartment,1,1,68,5
400000,Valletta,Valletta,Apartment,2,1,55,4
550000,Valletta,Valletta,Apartment,3,2,100,7
400000,Valletta,Valletta,Apartment,2,2,60,6
1195000,Central,Naxxar,House of Character,6,0,400,11
745000,Central,Mosta,House of Character,5,2,440,11
270000,Central,Hamrun,Apartment,3,2,124,5
298000,South,Xghajra,Apartment,3,2,130,7
950000,Central,Attard,Penthouse,3,2,260,7
245000,Central,Attard,Apartment,3,2,111,6
340000,Central,Attard,Apartment,3,2,160,6
340000,Central,Attard,Apartment,3,2,153,6
275000,South,Marsaxlokk,Apartment,3,2,138,7
210000,Central,Attard,Apartment,2,2,87,5
235000,Central,Attard,Apartment,3,2,111,6
330000,Central,Attard,Apartment,3,2,160,6
350000,Central,Birkirkara,Townhouse,3,2,115,6
330000,Central,Attard,Apartment,3,2,153,6
290000,Central,Attard,Apartment,3,2,128,6
200000,Central,Attard,Apartment,2,2,87,5
230000,Central,Attard,Apartment,3,1,111,6
320000,Central,Attard,Apartment,3,2,160,6
320000,Central,Attard,Apartment,3,2,153,6
235000,South,Fgura,Apartment,3,2,142,9
235000,South,Fgura,Apartment,3,2,142,9
240000,South,Fgura,Apartment,3,2,142,8
235000,South,Fgura,Apartment,3,2,142,8
280000,Central,Attard,Apartment,3,2,128,6
190000,Central,Attard,Apartment,2,2,87,5
230000,South,Fgura,Apartment,3,2,142,8
70000,South,Fgura,Garage (Residential),0,0,66,0
300000,Central,Attard,Apartment,3,1,156,6
310000,Central,Attard,Maisonette,3,1,165,6
270000,Central,Attard,Maisonette,3,2,147,6
190000,Central,Attard,Maisonette,2,2,86,5
75000,Sliema and St Julians Surroundings,San Gwann,Garage (Residential),0,0,24,0
276000,Central,Qormi,Maisonette Solitary,4,2,210,11
340000,Central,Attard,Apartment,3,2,153,6
820000,Central,Attard,Penthouse,3,2,316,8
240000,Central,Attard,Apartment,3,2,110,6
310000,Central,Attard,Apartment,3,2,132,6
300000,Central,Attard,Apartment,3,2,128,6
350000,Central,Attard,Apartment,3,2,132,6
240000,Central,Attard,Apartment,3,2,113,6
330000,Central,Attard,Apartment,3,2,153,6
300000,Central,Attard,Apartment,3,2,128,6
290000,Central,Attard,Apartment,3,2,128,6
340000,Central,Attard,Apartment,3,2,86,6
235000,Central,Attard,Apartment,3,2,113,6
320000,Central,Attard,Apartment,3,2,153,6
290000,Central,Attard,Apartment,3,2,129,6
280000,Central,Attard,Apartment,3,2,128,6
330000,Central,Attard,Apartment,3,2,132,6
263000,Central,Attard,Maisonette,3,2,131,6
335000,Central,Attard,Maisonette,3,2,165,6
265000,Central,Attard,Maisonette,3,2,142,6
270000,Central,Attard,Maisonette,3,2,156,6
290000,Sliema and St Julians Surroundings,San Gwann,Apartment,3,2,146,8
290000,Sliema and St Julians Surroundings,San Gwann,Apartment,3,2,146,8
290000,Sliema and St Julians Surroundings,San Gwann,Apartment,3,2,146,8
388000,Sliema and St Julians Surroundings,San Gwann,Penthouse,2,2,132,7
212000,Central,Birkirkara,Apartment,3,1,101,5
265000,Central,Birkirkara,Apartment,2,2,121,7
290000,Sliema and St Julians Surroundings,Msida,Apartment,3,2,134,7
249000,South,Zejtun,Apartment,3,2,93,6
249000,South,Zejtun,Apartment,3,2,93,6
205000,North,St Paul's Bay,Apartment,3,2,130,7
249000,South,Zejtun,Apartment,3,2,93,6
249000,South,Zejtun,Apartment,3,2,93,6
3500000,Sliema and St Julians Surroundings,Tigne Point,Apartment,4,4,283,9
850000,South,Mqabba,House of Character,4,3,260,13
470000,Central,Birkirkara,House of Character,3,3,220,10
550000,North,Qawra,Terraced House,3,1,135,6
1595000,Sliema and St Julians Surroundings,St Julian's,Airspace (Residential),0,0,120,0
373000,Sliema and St Julians Surroundings,St Julian's,Penthouse,1,1,107,3
330000,Sliema and St Julians Surroundings,St Julian's,Apartment,2,1,110,4
330000,Sliema and St Julians Surroundings,St Julian's,Apartment,2,1,110,4
495000,Sliema and St Julians Surroundings,Fort Cambridge,Apartment,1,1,106,4
230000,North,Bugibba,Apartment,3,2,130,6
318000,North,Qawra,Apartment,3,2,177,6
280000,Sliema and St Julians Surroundings,Sliema,Apartment,2,1,76,5
250000,South,Marsascala,Apartment,3,2,127,7
195000,Sliema and St Julians Surroundings,Guardamangia,Apartment,2,1,72,4
195000,Sliema and St Julians Surroundings,Guardamangia,Apartment,2,1,72,4
195000,Sliema and St Julians Surroundings,Guardamangia,Apartment,2,1,72,4
195000,Sliema and St Julians Surroundings,Guardamangia,Apartment,2,1,72,4
235000,Sliema and St Julians Surroundings,Guardamangia,Apartment,2,2,96,6
235000,Sliema and St Julians Surroundings,Guardamangia,Apartment,2,2,96,6
235000,Sliema and St Julians Surroundings,Guardamangia,Apartment,2,2,96,6
235000,Sliema and St Julians Surroundings,Guardamangia,Apartment,2,2,96,6
235000,Sliema and St Julians Surroundings,Guardamangia,Apartment,2,2,96,6
160000,Sliema and St Julians Surroundings,Guardamangia,Apartment,1,1,55,4
295000,Sliema and St Julians Surroundings,Guardamangia,Penthouse,2,2,150,5
350000,South,Fgura,Penthouse Duplex,3,3,239,7
240000,North,St Paul's Bay,Apartment,1,1,65,4
239000,North,Qawra,Apartment,3,1,102,5
800000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,193,7
210000,Sliema and St Julians Surroundings,Msida,Penthouse,1,3,123,6
225000,Sliema and St Julians Surroundings,Msida,Apartment,2,2,99,5
296000,Central,Zebbug,Apartment,2,0,68,3
220000,South,Ghaxaq,Apartment,3,2,150,6
220000,South,Ghaxaq,Apartment,3,2,150,6
575000,Central,Mosta,Penthouse,3,2,210,8
1400000,Sliema and St Julians Surroundings,Swieqi,Bungalow Semi-detached,3,1,621,7
199000,North,Xemxija,Apartment,2,2,82,6
1500000,Central,Attard,House of Character,4,2,325,10
255000,South,Zabbar,Apartment Duplex,3,1,223,8
395000,Sliema and St Julians Surroundings,Sliema,Apartment,2,2,116,7
250000,Central,Santa Venera,Apartment,3,2,100,7
125000,South,Zurrieq,Townhouse,1,1,36,4
479000,Central,Zebbug,House of Character,4,2,215,8
297000,Central,Balzan,Apartment,3,2,130,7
362000,Sliema and St Julians Surroundings,St Julian's,Apartment,2,2,75,5
315000,Central,Qormi,Penthouse,3,2,197,8
315000,Central,Qormi,Penthouse,3,2,181,8
282000,South,Luqa,Apartment,3,2,166,8
282000,South,Luqa,Apartment,3,2,166,8
265700,South,Luqa,Apartment,3,2,181,9
295000,Sliema and St Julians Surroundings,Gzira,Maisonette,2,2,114,6
225000,Central,Attard,Apartment,2,2,95,5
499000,South,Zurrieq,Townhouse,3,3,200,10
520000,Central,Siggiewi,Penthouse,3,2,140,7
270000,Central,Siggiewi,Apartment,3,2,141,7
210000,Central,Siggiewi,Maisonette,2,2,130,5
699000,Sliema and St Julians Surroundings,San Gwann,Terraced House,3,2,268,13
234000,North,Bugibba,Apartment,2,2,63,6
266000,North,Rabat,Apartment,2,2,119,7
287000,North,Rabat,Apartment,3,2,119,8
290000,Central,Mosta,Penthouse,2,2,140,5
280000,Central,Mosta,Apartment,3,3,150,8
383000,South,Mqabba,Maisonette Duplex,4,2,112,8
440000,North,Rabat,Townhouse,3,2,210,9
255000,Sliema and St Julians Surroundings,San Gwann,Apartment,2,2,110,7
265000,Central,Iklin,Apartment,3,2,120,6
360000,Central,Birkirkara,Penthouse,3,2,160,8
225000,South,Marsascala,Penthouse Duplex,1,1,100,5
186000,South,Marsascala,Apartment,1,1,70,5
186000,South,Marsascala,Apartment,1,1,70,5
192000,South,Fgura,Penthouse,2,2,105,6
192000,South,Fgura,Penthouse,2,2,105,6
210000,South,Fgura,Apartment,3,2,134,7
192000,South,Fgura,Apartment,3,2,129,6
830000,Central,Birkirkara,Villa Semi-detached,3,2,285,7
192000,South,Fgura,Apartment,3,2,129,6
192000,South,Fgura,Maisonette,2,2,122,6
370000,Sliema and St Julians Surroundings,Sliema,Apartment,2,2,88,6
365000,Sliema and St Julians Surroundings,Sliema,Apartment,2,2,88,6
340000,Sliema and St Julians Surroundings,Sliema,Apartment,2,2,92,6
285000,Sliema and St Julians Surroundings,Sliema,Apartment,1,1,58,5
285000,Sliema and St Julians Surroundings,Sliema,Apartment,1,1,58,5
495000,Central,Mosta,House of Character,2,0,163,5
266000,Central,Birkirkara,Maisonette,2,1,115,6
210000,South,Zurrieq,Apartment,2,2,137,5
225000,Sliema and St Julians Surroundings,Gzira,Apartment,3,2,135,6
375000,North,Qawra,Penthouse,2,0,90,5
380000,South,Marsascala,Maisonette,3,2,120,10
278000,Central,Birkirkara,Apartment,3,2,118,6
570000,Central,Zebbug,Townhouse,3,2,356,8
495000,Central,Birkirkara,Penthouse,3,3,231,10
295000,Sliema and St Julians Surroundings,Pieta,Maisonette,3,1,109,4
375000,Central,San Pawl tat Targa,Maisonette,3,2,186,8
265000,South,Tarxien,Apartment,3,2,103,7
500000,Sliema and St Julians Surroundings,Swieqi,Penthouse,2,2,146,7
610000,Central,Mosta,House of Character,3,3,241,10
690000,Sliema and St Julians Surroundings,Sliema,Apartment,2,3,124,7
525000,Central,Hamrun,Townhouse,4,5,238,13
244000,South,Cospicua,Townhouse,2,1,82,6
275000,Central,Santa Venera,Penthouse,2,1,102,4
450000,Sliema and St Julians Surroundings,Pieta,Apartment,2,3,95,6
2000000,Sliema and St Julians Surroundings,Portomaso,Apartment,3,3,271,9
160000,South,Zabbar,Garage (Residential),0,0,84,0
1500000,South,Paola,Farmhouse,2,3,4000,10
175000,South,Luqa,Apartment,2,2,94,6
475000,Sliema and St Julians Surroundings,Swieqi,Penthouse,2,3,195,8
895000,Central,Balzan,Townhouse,3,1,412,10
295000,Central,Birkirkara,Apartment,3,2,177,8
738000,North,Dingli,Townhouse,3,2,181,10
266000,South,Fgura,Maisonette,3,2,225,8
319000,South,Ghaxaq,Maisonette,3,2,116,6
215000,North,Xemxija,Apartment,1,1,100,3
875000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,145,8
425000,North,Rabat,Penthouse,2,2,148,7
1170000,Sliema and St Julians Surroundings,Gzira,Block Of Apartments,0,0,55,1
335000,Central,Lija,Apartment,3,2,169,8
315000,Central,Lija,Apartment,3,2,170,10
313500,Central,Attard,Apartment,3,2,174,6
1350000,Sliema and St Julians Surroundings,Sliema,Penthouse,3,3,292,10
245000,South,Senglea,Maisonette Duplex,3,0,130,5
320000,Sliema and St Julians Surroundings,St Julian's,Penthouse,1,1,104,3
298000,Sliema and St Julians Surroundings,St Julian's,Apartment,2,2,94,5
367000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,2,123,6
345000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,2,123,6
270000,Central,Naxxar,Apartment,3,2,96,8
370000,Sliema and St Julians Surroundings,St Julian's,Maisonette,2,2,141,6
1400000,Sliema and St Julians Surroundings,Sliema,Apartment,4,3,350,9
245000,Central,Hamrun,Apartment,2,1,90,5
5000000,Central,Qormi,Palazzo,6,2,1600,11
287000,Central,Qormi,Apartment,3,3,175,8
1300000,North,Rabat,Plot,0,1,380,4
220000,Sliema and St Julians Surroundings,Msida,Apartment,2,2,130,5
220000,Sliema and St Julians Surroundings,Msida,Apartment,2,2,137,5
500000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,2,170,7
1400000,Sliema and St Julians Surroundings,Pembroke,Villa Semi-detached,3,3,540,13
275000,Central,Qormi,Apartment,3,2,130,8
282000,Central,Zebbug,Apartment,3,2,138,7
1450000,Sliema and St Julians Surroundings,St Julian's,Villa Semi-detached,4,0,503,8
450000,Sliema and St Julians Surroundings,Gzira,Maisonette Duplex,3,3,193,8
340000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,100,6
230000,Sliema and St Julians Surroundings,Msida,Apartment,3,2,130,6
230000,Sliema and St Julians Surroundings,Msida,Apartment,3,2,137,6
230000,Sliema and St Julians Surroundings,Msida,Apartment,3,2,130,6
235000,Sliema and St Julians Surroundings,Msida,Apartment,3,2,137,6
380000,Sliema and St Julians Surroundings,Gzira,Apartment,3,1,152,6
282000,Central,Attard,Penthouse,1,1,150,4
212000,Central,Floriana,Garage (Residential),0,1,37,3
235000,Central,Santa Venera,Apartment,3,2,154,7
430000,Central,Balzan,Apartment,3,2,146,8
394000,Sliema and St Julians Surroundings,Sliema,Apartment,2,2,95,5
248000,South,Birzebbuga,Maisonette Duplex,2,2,103,7
685000,South,Senglea,Townhouse,2,2,260,8
245000,Sliema and St Julians Surroundings,Msida,Penthouse,2,2,143,6
298000,Central,Balzan,Maisonette,3,2,105,8
340000,North,Rabat,Apartment,3,2,133,7
299000,Central,Birkirkara,Penthouse,3,2,170,9
520000,North,Rabat,Maisonette,3,2,179,8
275000,Central,Birkirkara,Apartment,3,3,176,8
265000,Central,Birkirkara,Apartment,3,2,178,9
250000,Central,Birkirkara,Apartment,3,2,178,9
365000,South,Paola,Townhouse,4,2,400,11
468000,South,Qrendi,Penthouse,3,1,232,6
340000,North,Qawra,Penthouse,2,2,111,6
315000,South,Luqa,Penthouse,3,2,195,6
325000,Sliema and St Julians Surroundings,Msida,Apartment,3,1,151,5
340000,Central,Hamrun,Maisonette,4,2,330,10
290000,South,Marsascala,Apartment,3,2,135,7
